paper_id,doi,year,surname,keep_author_id,keep_name,drop_author_ids,drop_names,positions,crossref_same_surname,crossref_authors,title
70825,10.15270/54-1-613,2018,roman,31699,"Roman, Nicolette",149630;157381,"Roman, Nicolette | Roman, Nicolette",2;2;2,1,2,THE EFFECTS OF FAMILY CONFLICT ON THE PSYCHOLOGICAL NEEDS AND EXTERNALISING BEHAVIOUR OF PREADOLESCENTS
70857,10.15270/54-1-618,2018,dube,31227,"Dube, Nkosiyazi",150250;158001,"Dube, Nkosiyazi | Dube, Nkosiyazi",3;3;3,1,3,INDUCTING FIRST-YEAR SOCIAL WORK STUDENTS: REFLECTIONS ON A DISCIPLINE-SPECIFIC APPROACH TO ACADEMIC DEVELOPMENT
70857,10.15270/54-1-618,2018,khosa,31009,"Khosa, Priscalia",149757;157508,"Khosa, Priscalia | Khosa, Priscalia",1;1;1,1,3,INDUCTING FIRST-YEAR SOCIAL WORK STUDENTS: REFLECTIONS ON A DISCIPLINE-SPECIFIC APPROACH TO ACADEMIC DEVELOPMENT
70857,10.15270/54-1-618,2018,pillay,27729,"Pillay, Roshini",150249;158000,"Pillay, Roshini | Pillay, Roshini",2;2;2,1,3,INDUCTING FIRST-YEAR SOCIAL WORK STUDENTS: REFLECTIONS ON A DISCIPLINE-SPECIFIC APPROACH TO ACADEMIC DEVELOPMENT
70909,10.15270/54-2-632,2018,hall,73948,"Hall, Brittany",150351;158102,"Hall, Brittany | Hall, Brittany",3;3;3,1,3,BURNOUT AND ENGAGEMENT IN FOURTH-YEAR SOCIAL WORK STUDENTS: WHY WE SHOULD BE CONCERNED
70909,10.15270/54-2-632,2018,le roux,56067,"le Roux, Liana",150349;158100,"Le Roux, Liana | Le Roux, Liana",1;1;1,1,3,BURNOUT AND ENGAGEMENT IN FOURTH-YEAR SOCIAL WORK STUDENTS: WHY WE SHOULD BE CONCERNED
70909,10.15270/54-2-632,2018,steyn,41801,"Steyn, Francois",150350;158101,"Steyn, Francois | Steyn, Francois",2;2;2,1,3,BURNOUT AND ENGAGEMENT IN FOURTH-YEAR SOCIAL WORK STUDENTS: WHY WE SHOULD BE CONCERNED
70974,10.15270/54-2-636,2018,makhanya,74006,"Makhanya, Thembelihle B.",150277;158028,"Makhanya, Thembelihle | Makhanya, Thembelihle",1;1;1,1,2,YOUNG UNMARRIED FATHERS' EXPERIENCES AND PERCEPTIONS OF FATHERHOOD
70974,10.15270/54-2-636,2018,matthias,31269,"Matthias, Carmel R.",150252;158003,"Matthias, Carmel | Matthias, Carmel",2;2;2,1,2,YOUNG UNMARRIED FATHERS' EXPERIENCES AND PERCEPTIONS OF FATHERHOOD
70975,10.15270/54-2-629,2018,makofane,31775,"Makofane, Mankwane",150337;158088,"Makofane, Mankwane | Makofane, Mankwane",1;1;1,1,1,"""SHARING OF FINDINGS AND RECOMMENDATIONS REMAINS A FALLACY"": REINVIGORATION OF THE DISSEMINATION AND IMPLEMENTATION OF S"
70980,10.15270/54-1-612,2018,manomano,28604,"Manomano, Tatenda",149675;157426,"Manomano, Tatenda | Manomano, Tatenda",1;1;1,1,2,HOUSING NEEDS: THE QUALITY AND QUANTITY OF HOUSING PROVIDED BY THE GOVERNMENT FOR THE POOR IN THE EASTERN CAPE PROVINCE 
70980,10.15270/54-1-612,2018,tanga,29792,"Tanga, Pius T.",149676;157427,"Tanga, Pius | Tanga, Pius",2;2;2,1,2,HOUSING NEEDS: THE QUALITY AND QUANTITY OF HOUSING PROVIDED BY THE GOVERNMENT FOR THE POOR IN THE EASTERN CAPE PROVINCE 
70981,10.15270/54-1-619,2018,mansvelt,59001,"Mansvelt, Natalie",150336;158087,"Mansvelt, Natalie | Mansvelt, Natalie",1;1;1,1,1,IMPLEMENTING ABCD TOOLS AND PROCESSES IN THE CONTEXT OF SOCIAL WORK STUDENT PRACTICE
71026,10.15270/54-1-614,2018,lombard,1541,"Lombard, Antoinette",149637;157388,"Lombard, Antoinette | Lombard, Antoinette",2;2;2,1,2,PROMOTING SUCCESSFUL TRANSITIONS BEYOND INSTITUTIONAL CARE: A PROGRAMME-BASED SERVICE DELIVERY MODEL LINKED TO A CASE MA
71026,10.15270/54-1-614,2018,mhongera,74066,"Mhongera, Pamhidzayi Berejena",150282;158033,"Mhongera, Pamhidzayi Berejena | Mhongera, Pamhidzayi Berejena",1;1;1,1,2,PROMOTING SUCCESSFUL TRANSITIONS BEYOND INSTITUTIONAL CARE: A PROGRAMME-BASED SERVICE DELIVERY MODEL LINKED TO A CASE MA
72300,10.31265/jcsw.v19i1.801,2024,bengtsson,149364,Tea Torbenfeldt Bengtsson,157115;76679,Tea Torbenfeldt Bengtsson | Bengtsson T.T.,1;1;1,1,2,Special Issue: What is going on? Digitalization in social work
72300,10.31265/jcsw.v19i1.801,2024,nnhoff,149365,Heidi Esma Dahl Bønnhoff,157116,Heidi Esma Dahl Bønnhoff,2;2,1,2,Special Issue: What is going on? Digitalization in social work
72301,10.31265/jcsw.v19i1.727,2024,frampton,149415,Magnus Frampton,157166;76681,Magnus Frampton | Frampton M.,1;1;1,1,3,"Bildung, capabilities, human freedom and human flourishing: impulses for social work"
72301,10.31265/jcsw.v19i1.727,2024,friesenhahn,149416,Günter J. Friesenhahn,157167;76682,Günter J. Friesenhahn | Friesenhahn G.J.,2;2;2,1,3,"Bildung, capabilities, human freedom and human flourishing: impulses for social work"
72301,10.31265/jcsw.v19i1.727,2024,parker,149417,Jonathan Parker,157168;76683,Jonathan Parker | Parker J.,3;3;3,1,3,"Bildung, capabilities, human freedom and human flourishing: impulses for social work"
72302,10.31265/jcsw.v19i1.624,2024,kvakic,149258,Minela Kvakic,157009;76684,Minela Kvakic | Kvakic M.,1;1;1,1,2,Caseworkers on the digital streets: Discretion in the digital decision-making process
72302,10.31265/jcsw.v19i1.624,2024,larsson,149259,Karl Kristian Larsson,157010;76685,Karl Kristian Larsson | Larsson K.K.,2;2;2,1,2,Caseworkers on the digital streets: Discretion in the digital decision-making process
72303,10.31265/jcsw.v19i1.800,2024,oltedal,149272,Siv Oltedal,157023;76686,Siv Oltedal | Oltedal S.,1;1;1,1,1,A chief editorial within a special issue of JCSW
72304,10.31265/jcsw.v19i1.619,2024,berg,149583,Line Svolgaard Berg,157334;76691,Line Svolgaard Berg | Berg L.S.,5;5;5,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72304,10.31265/jcsw.v19i1.619,2024,bodilsen,149581,Simon Tranberg Bodilsen,157332;76689,Simon Tranberg Bodilsen | Bodilsen S.T.,3;3;3,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72304,10.31265/jcsw.v19i1.619,2024,nirmalarajan,149584,Liesanth Yde Nirmalarajan,157335;76692,Liesanth Yde Nirmalarajan | Nirmalarajan L.Y.,6;6;6,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72304,10.31265/jcsw.v19i1.619,2024,rosholm,149580,Michael Rosholm,157331;76688,Michael Rosholm | Rosholm M.,2;2;2,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72304,10.31265/jcsw.v19i1.619,2024,toft,149582,Sanne Dalgaard Toft,157333;76690,Sanne Dalgaard Toft | Toft S.D.,4;4;4,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72304,10.31265/jcsw.v19i1.619,2024,villumsen,149579,Anne Marie Villumsen,157330;76687,Anne Marie Villumsen | Villumsen A.M.,1;1;1,1,6,Ethical considerations in research when building predictive risk modelling in child and family welfare
72305,10.31265/jcsw.v19i1.623,2024,haldar,149531,Marit Haldar,157282;76693,Marit Haldar | Haldar M.,2;2;2,1,2,Activation by technology: Young people’s use of digital tools provided by the government
72305,10.31265/jcsw.v19i1.623,2024,larsson,149259,Karl Kristian Larsson,157010;76685,Karl Kristian Larsson | Larsson K.K.,1;1;1,1,2,Activation by technology: Young people’s use of digital tools provided by the government
72306,10.31265/jcsw.v19i1.614,2024,nordesjo,149569,Kettil Nordesjö,157320;76695,Kettil Nordesjö | Nordesjö K.,2;2;2,1,3,Citizens’ experiences of enablers and barriers to obtaining digital citizenship: E-applications for social assistance
72306,10.31265/jcsw.v19i1.614,2024,scaramuzzino,149515,Gabriella Scaramuzzino,157266;76694,Gabriella Scaramuzzino | Scaramuzzino G.,1;1;1,1,3,Citizens’ experiences of enablers and barriers to obtaining digital citizenship: E-applications for social assistance
72306,10.31265/jcsw.v19i1.614,2024,ulmestig,149570,Rickard Ulmestig,157321;75345,Rickard Ulmestig | Ulmestig R.,3;3;3,1,3,Citizens’ experiences of enablers and barriers to obtaining digital citizenship: E-applications for social assistance
72854,10.31265/jcsw.v19i2.665,2024,innjord,149418,Aud Kirsten A. Innjord,157169;77698,Aud Kirsten A. Innjord | Innjord A.K.A.,1;1;1,1,1,The user’s perspective: Rethinking the concept of work in the context of the Norwegian welfare state
72855,10.31265/jcsw.v19i2.671,2024,gaini,149589,Firouz Gaini,157340;77700,Firouz Gaini | Gaini F.,2;2;2,1,2,Between governance and local knowledge: Social workers’ engagement with employment support for young people in the Faroe
